"ID","Trial","EventN","EventType","StimName","StartTime","EndTime","Duration","RT"
"29573285","1","1","product","caviar.png","11.458309874986298","15.474721332982881","4.016411457996583",""
"29573285","1","2","fixation","fixation.png","15.501365707983496","16.670952124986798","1.169586417003302",""
"29573285","1","3","info","caviar_02.png","16.711241249984596","25.72458466599346","9.013343416008865",""
"29573285","1","4","fixation","fixation.png","25.749705333000747","27.250071957998443","1.500366624997696",""
"29573285","1","5","question","preference","27.288432540983194","29.42865874999552","","2.1400802090065554"
"29573285","1","6","fixation","fixation.png","29.45503270800691","30.23854691599263","0.7835142079857178",""
"29573285","1","7","question","credGen","30.277836541004945","32.772661124996375","","2.494668625004124"
"29573285","1","8","fixation","fixation.png","32.80392937498982","34.245071207988076","1.4411418329982553",""
"29573285","2","9","product","skin care device.png","34.285257957992144","38.291155207989505","4.005897249997361",""
"29573285","2","10","fixation","fixation.png","38.31786591600394","38.921784207981545","0.6039182919776067",""
"29573285","2","11","info","skin care device_03.png","38.95824658300262","47.97460495799896","9.016358374996344",""
"29573285","2","12","fixation","fixation.png","48.000911332987016","49.02062016600394","1.0197088330169208",""
"29573285","2","13","question","preference","49.04876425000839","50.58993774998817","","1.5410311659798026"
"29573285","2","14","fixation","fixation.png","50.61501741598477","51.144943124993006","0.5299257090082392",""
"29573285","2","15","question","credGen","51.17167941600201","52.34978541600867","","1.1779689170070924"
"29573285","2","16","fixation","fixation.png","52.37530724998214","53.55480099999113","1.1794937500089873",""
"29573285","3","17","product","steak 500g.png","53.594564790982986","57.60782783300965","4.013263042026665",""
"29573285","3","18","fixation","fixation.png","57.632738290994894","59.09201879100874","1.459280500013847",""
